,name,country,emissions_baseline_year,percent_emissions_municipal,percent_emissions_tertiary,percent_emissions_residential,percent_emissions_public lighting,percent_emissions_transport,tons_co2_municipal,tons_co2_tertiary,tons_co2_residential,tons_co2_public lighting,tons_co2_transport,energy_consumption_baseline_year,percent_energy_consumption_municipal,percent_energy_consumption_tertiary,percent_energy_consumption_residential,percent_energy_consumption_public lighting,percent_energy_consumption_transport,mwh_energy_consumption_municipal,mwh_energy_consumption_tertiary,mwh_energy_consumption_residential,mwh_energy_consumption_public lighting,mwh_energy_consumption_transport,percent_energy_consumption_from_electricity,percent_energy_consumption_from_fossil fuels,mwh_energy_consumption_from_electricity,mwh_energy_consumption_from_fossil fuels,emissions_factor,tons_co2_per_capita,mwh_per_capita,percent_emissions_non-energy related,tons_co2_non-energy related,percent_energy_consumption_from_renewables,mwh_energy_consumption_from_renewables,percent_emissions_industry,tons_co2_industry,percent_energy_consumption_industry,mwh_energy_consumption_industry,percent_emissions_other,tons_co2_other,percent_energy_consumption_other,mwh_energy_consumption_other,percent_energy_consumption_from_heat/cold,mwh_energy_consumption_from_heat/cold
1272,Bono					  ,Italy,2010,2.55,7.80,22.25,3.16,55.21,344.545704943,1052.656549359,3000.855363415,426.638421041,7446.15136534,2010,2.38,5.54,20.63,2.07,62.75,956.864993,2224.60757,8283.74526,830.317994,25197.9547862,23.13,73.44,9289.5,29489.8,LCA,3.67,10.91,,,3.42,1374.2,9.02,1216.999963237,6.62,2660.08229,-0.00,-1.4562165233656E-13,,,,
1273,Bonorva,Italy,2010,3.34,3.80,22.52,1.05,54.70,451.092596952,513.168982058,3041.417518056,141.30502925,7387.84305808,2010,2.60,2.69,20.78,0.68,61.91,1051.774,1084.6739,8394.07511,275,25007.8707682,21.51,75.21,8690.4,30381,LCA,4.12,12.32,,,3.28,1324.2,14.60,1971.560273162,11.34,4582.30267,,,-0.00,-1.8189894035459E-12,,
1274,Bonrepòs i Mirambell,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Boortmeerbeek,Belgium,2011,0.72,11.53,44.10,0.37,24.12,377.76438,6059.26528,23167.39194,191.85474,12674.107,2011,0.80,12.37,44.16,0.39,21.52,1853,28774,102763,917,50068,24.48,72.98,56964,169832,IPCC,4.42,19.58,,,2.54,5902,18.28,9606.53714,19.88,46264,0.88,462.0606,0.88,2059,,
1276,Boqueixon,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,,,,,,,,,,,,,,,,
1277,Borca di Cadore,Italy,2010,2.24,45.33,31.67,3.36,17.41,105.2029,2133.0082,1490.49993,157.91865,819.26968,2010,1.54,34.41,49.30,1.44,13.31,362.72,8114.68,11624.75,339.61,3138.08,15.45,57.58,3643.97,13577.07,IPCC,5.70,28.55,,,26.97,6358.8,,,,,,,,,,
1278,Bordano,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Bordeaux,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,Bordighera,Italy,2013,3.56,24.99,25.68,2.59,41.86,1934.175,13556.684,13932.218,1404.081,22714.296,2013,2.37,24.07,24.73,1.54,46.17,4474,45428,46675,2907,87130,20.79,79.21,39229,149485,IPCC,5.17,17.98,,,,,0.91,491.564,0.87,1635,0.41,224.595,0.25,465,,
1281,Bordils,Spain,2005,1.15,2.40,31.09,1.52,57.29,91.68466,190.63164,2472.10988,121.11099,4555.70319,2005,1.01,1.97,29.14,0.97,66.91,260.38,509,7533.42,251.79,17298.58,14.81,85.19,3827.61,22025.58,IPCC,5.30,17.22,6.54,520.29,,,,,,,0.00,0.0026699999999976,-0.00,-2.271E-13,,
1282,Boretto,Italy,2007,2.99,,26.74,1.32,59.12,503.08298,,4493.33419,220.97804,9933.39076,2007,3.79,,29.83,1.03,65.34,2224.05,,17492.1,602.12,38311.22,11.78,88.22,6908.63,51720.86,IPCC,3.32,11.60,9.83,1651.931,,,,,,,,,,,,
1283,Borgarello,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,Borghetto Lodigiano,Italy,2005,1.32,6.33,34.88,0.69,11.51,317.5878,1518.0743,8370.1842,164.56,2761.134,2005,1.51,5.31,41.46,0.43,11.46,1429.5,5028.1,39246.5,411.4,10853,21.67,73.76,20513,69822,IPCC,6.13,24.17,,,4.58,4331,45.28,10867.5917,39.82,37698.8,-0.00,-0.081999999999419,-0.00,-0.2999999999914,,
1285,Borgetto,Italy,2011,1.04,8.51,24.87,0.86,22.15,192.70168,1574.38302,4600.94,159.1353,4097.4059,2011,0.86,6.78,20.56,0.59,26.87,508.29,3985,12090,346.7,15800.1,29.81,69.32,17530.1,40760,LCA,2.63,8.37,,,0.87,510,42.57,7874.28,44.34,26070,,,,,,
1286,Borghetto Santo Spirito,Italy,2005,2.37,25.97,50.41,2.90,18.34,576.937,6313.344,12257.691,706.146,4459.743,2005,2.43,25.22,47.77,1.93,22.65,1847,19133,36247,1462,17182,26.85,73.15,20370,55496,IPCC,4.57,14.27,,,0.01,4,,,,,,,,,,
1287,Borghetto di Vara,Italy,2008,1.35,19.24,66.50,2.56,10.36,26.548,377.62,1305.182,50.19,203.273,2008,1.43,11.32,74.25,1.50,11.49,100,790,5182,105,802,29.58,65.71,2064,4585,IPCC,1.94,6.58,,,4.71,329,,,,,,,,,,
1288,Borghi,Italy,2009,0.70,16.70,38.81,0.94,17.13,93.0279,2211.0979,5137.037,124.8426,2267.8858,2009,0.74,14.59,41.32,0.63,16.19,402.9,7943.3,22499.7,341.1,8816.4,15.01,80.36,8171.5,43757.4,IPCC,4.90,20.14,,,4.63,2522.3,25.71,3402.534,26.53,14447.8,,,,,,
1289,Borgia,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,Borgio Verezzi,Italy,2005,2.11,29.40,45.77,1.74,20.98,181.79,2530.637,3939.814,149.73,1805.793,2005,1.47,24.90,48.21,1.08,24.34,424,7165,13871,310,7003,25.88,74.05,7524,21528,IPCC,3.67,12.40,,,0.08,22,,,,,,,,,,
1291,Borgloon,Belgium,2011,0.66,7.36,38.93,0.28,35.88,383.6513476,4253.9946344,22509.8258208,159.49512,20746.7910948,2011,0.75,8.22,41.23,0.31,32.60,1897.26,20666.44,103627.03,786,81923.61,20.51,74.37,51551.79,186897.36,IPCC,5.53,24.05,,,5.12,12867.95,8.08,4670.218872,8.72,21918.12,8.82,5100.2103872,8.16,20498.64,,
1292,Borgo San Dalmazzo,Italy,2011,2.03,19.00,46.72,1.16,31.09,1031.303,9657.304,23750.519,591.456,15801.529,2011,2.21,15.61,50.87,0.77,30.54,4628,32717,106636,1616,64030,15.88,81.70,33299,171262,IPCC,4.12,17.01,,,2.42,5066,,,,,,,,,,
1293,Borgo San Giacomo,Italy,2007,0.89,13.58,62.49,1.41,21.63,125.64182,1911.56396,8796.1895,198.676,3044.2587,2007,0.99,9.80,68.58,0.82,19.80,600.18,5933.73,41520.91,496.69,11989.1,17.27,75.05,10456.2,45434.67,IPCC,2.67,10.59,,,7.68,4649.74,,,,,0.00,2.5806912162808E-14,-0.00,-7.2759576141834E-12,,
1294,Borgo Tossignano,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,Borgo Valsugana,Italy,2008,1.18,16.48,21.76,0.70,41.03,499.5019,6972.84683,9208.45631,297.2025,17359.58382,2008,1.16,14.71,28.29,0.39,40.83,1924.99,24501.4,47113,647.5,67997.69,16.28,77.23,27108.24,128614.17,IPCC,6.29,24.74,,,6.49,10813.69,18.85,7974.36696,14.62,24351.52,,,,,,
1296,Borgo Virgilio,Italy,2005,0.98,10.42,37.33,0.82,29.53,1081.714,11473.584,41107.225,898.53,32515.806,2005,1.02,8.92,42.93,0.45,30.85,4128,36262,174504,1830,125410,14.99,82.76,60948.47,336387.09,IPCC,7.83,28.88,,,2.25,9138.24,11.46,12619.9739,7.95,32329.8,9.47,10432.368,7.88,32010,,
1297,Borgo di Terzo,Italy,2007,2.79,9.22,65.36,1.66,20.96,83.97902,277.52521,1966.28016,49.9905,630.71619,2007,2.45,8.02,69.18,0.81,19.54,311.1,1019.1,8795.16,103.5,2483.99,7.57,92.14,961.84,11713.85,IPCC,2.74,11.57,,,0.29,37.15,,,,,0.00,5.4910742619542E-14,,,,
1298,Borgofranco d'Ivrea,Italy,2000,1.24,8.00,38.37,0.76,51.63,231.646,1495.338,7174.596,142.485,9653.629,2000,1.28,5.97,44.93,0.37,47.46,1015,4747,35721,295,37734,7.44,81.56,5912,64843,IPCC,5.17,19.55,,,11.00,8748,,,,,,,,,,
1299,Borgofranco sul po',Italy,2005,1.31,12.52,38.59,1.10,13.83,58.086862,553.703,1706.55,48.625059,611.656,2005,0.89,9.33,52.62,0.53,12.65,169.714,1771.01,9992,100.673,2402,16.25,67.19,3086.387,12759,IPCC,5.08,18.19,,,12.09,2295.03,32.64,1443.641,23.98,4554.02,0.00,2.1964297047816E-13,,,4.47,849
1300,Borgolavezzaro,Italy,2005,1.68,0.48,71.41,1.43,25.01,100.44201,28.63713,4272.83744,85.491,1496.35904,2005,1.82,0.46,71.22,0.78,25.72,411.95,103.36,16131.9,177,5826.4,13.44,86.56,3043.6,19607.01,IPCC,5.27,19.94,,,,,,,,,,,,,,
1301,Borgomanero,Italy,2005,1.63,22.89,37.62,0.79,37.06,1738.664,24415.994,40120.914,846.216,39526.646,2005,1.51,20.37,40.38,0.42,37.31,6273,84880,168236,1752,155451,12.28,87.72,51142,365453,IPCC,5.20,20.29,,,,,,,,,,,,,,
1302,Borgonovo Val Tidone,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,Borgosatollo,Italy,2005,0.86,4.96,37.07,0.95,54.26,325.34722,1872.7214,14002.73454,358.1024,20495.06975,2005,0.84,4.10,39.13,0.59,53.19,1089,5327.63,50876.19,761.92,69160.53,11.63,86.61,15000.5,111729.91,LCA,4.47,15.26,,,1.77,2280.26,,,,,1.90,718.77936,2.16,2805.52,,
1304,Bormida delle Alpi,Italy,2005,3.79,16.66,42.45,3.63,33.47,278.912,1227.677,3127.187,267.582,2465.646,2005,4.25,11.80,39.63,2.44,41.87,963,2675,8982,554,9490,32.94,56.16,7466,12729,LCA,2.37,7.28,,,10.89,2469,,,,,,,,,,
1305,Bormio,Italy,2005,1.40,44.66,37.38,1.21,9.13,439.841344825,14011.152023097,11728.368657313,380.5572,2864.5159770674,2005,1.37,42.55,39.78,0.84,9.92,1549.427475,48282.18297,45143.67315,951.393,11258.3528796,23.07,69.90,26175.891,79323.5732616,IPCC,7.68,25.81,,,7.03,7979.959545,6.22,1951.033779529,5.55,6294.39442,,,,,,
1306,Bormujos,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,Bornem,Belgium,2012,1.21,15.09,27.46,0.33,23.73,1348.985,16751.18,30490.263,368.55,26353.604,2012,1.25,15.64,31.25,0.36,19.33,6788,84892,169629,1950,104921,26.67,68.04,144792,369361,IPCC,5.32,26.02,,,5.29,28712,30.71,34099.857,30.83,167384,1.46,1625.915,1.34,7301,,
1308,Borno,Italy,2005,4.35,17.06,30.40,1.85,46.34,847.742534,3326.485551,5925.398887,359.869571,9034.215389,2005,4.55,16.12,29.57,1.26,48.50,2782.3,9851.2,18073.1,772.7,29650.4,22.38,77.48,13679.9,47365.1,LCA,7.19,22.55,,,0.14,84.6,,,,,-0.00,-2.685965228011E-13,-0.00,-4.0E-26,,
1309,Bornos,Spain,2007,3.36,6.50,17.32,,49.39,934.2,1806.3,4813.2,,13721.3028,2007,,,,,60.07,,,,,53182.53,19.33,79.10,17111,70034.24,IPCC,3.42,10.72,7.57,2103,1.57,1391.05,0.53,146.25,,,15.33,4259.4553,39.93,35353.77,,
1310,Bornova,Turkey,2011,0.17,12.94,25.44,0.61,48.53,1487.548,116461.172,228898.43,5447.736,436726.443,2011,0.13,9.59,20.88,0.40,69.01,3468,260182,566773,10809,1873113,22.32,77.68,605891,2108454,IPCC,2.14,6.46,12.32,110890,,,,,,,,,,,,
1311,Borod,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,Boroneddu,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,Borore,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,Borrassà,Spain,2005,0.72,11.48,18.93,1.47,60.26,27.23993,436.50414,719.54944,55.80562,2291.23779,2005,0.68,8.46,16.74,0.98,73.14,80.35,1003.16,1984.98,116.02,8672.41,15.83,84.17,1877.44,9979.48,IPCC,6.49,20.23,7.14,271.65,,,,,,,,,,,,
1315,Borreda,Spain,2005,2.90,15.01,26.79,1.25,48.67,89.6391,463.901,828.0162,38.7205,1504.447,2005,2.44,11.63,25.92,0.83,59.17,235.7,1122.8,2503.4,80.5,5714,19.19,80.72,1852.8,7795.1,IPCC,5.97,18.64,5.37,166.1,0.09,8.5,,,,,,,,,,
1316,Borrello,Italy,2005,3.96,6.69,64.08,5.54,15.95,59.73495,100.78555,965.917806,83.44308,240.40509,2005,3.84,,73.27,3.60,19.29,184.5,,3518.123,172.76,926.27,16.16,83.84,905.99,4700.193,IPCC,3.56,13.25,3.78,57.03,,,,,,,-0.00,-9.1858964879065E-14,,,,
1317,Borsbeek,Belgium,2012,1.15,12.94,42.68,0.28,25.22,405.706,4554.881,15018.569,97.944,8873.912,2012,1.23,13.43,46.62,0.29,21.86,1988,21707,75331,462,35322,17.66,67.61,28535,109247,IPCC,3.44,15.79,,,2.34,3778,2.21,776.916,2.25,3632,15.52,5462.41,14.33,23149,12.40,20031
1318,Borsec,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,Borsod-Abaúj-Zemplén megye,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,Bortigali,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,Borutta,Italy,2007,9.34,6.18,75.75,8.01,0.72,39.15,25.90887,317.43798,33.57816,3.00936,2007,5.77,4.07,84.95,4.46,0.75,90,63.53,1325.6,69.52,11.78,33.97,42.24,530.73,659.96,IPCC,1.40,3.98,,,23.79,371.75,,,,,,,0.00,2.2737367544323E-13,,
1322,Borzavár,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,Bosa,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,Bosanska Krupa,Bosnia-herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,Bosaro,Italy,2008,0.74,12.59,42.13,0.86,10.46,67.291,1144.787,3832.057,78.4,951.267,2008,0.87,14.04,49.74,0.52,10.96,293,4705,16670,175,3674,24.80,75.20,8310,25201,IPCC,6.64,24.46,,,,,33.22,3022.04,23.85,7994,,,,,,
1326,Bosco Chiesanuova,Italy,2013,4.22,,23.43,0.99,71.37,1293.079,,7183.262,302.841,21883.251,2013,2.91,,23.64,0.55,72.91,3349,,27185,627,83847,4.97,95.03,5720,109288,IPCC,8.47,31.78,,,,,,,,,,,,,,
1327,Boscotrecase,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,Bosia,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,Bosisio Parini,Italy,2005,2.12,14.99,53.15,0.66,13.48,348.18263,2467.66109,8749.10319,107.89389,2218.26515,2005,2.73,13.97,66.33,0.39,16.58,1426.42,7300.22,34654.48,203.19,8661.91,13.11,82.48,6850.94,43091.13,IPCC,5.12,16.23,15.62,2570.81,4.41,2304.14,,,,,-0.00,-6.0708771343342E-14,-0.00,-7.2759576141834E-12,,
1330,Bossico,Italy,2007,2.53,7.02,61.48,0.84,28.12,58.33347,161.71546,1415.42769,19.43109,647.38751,2007,1.69,3.87,76.13,0.29,18.02,236.33,542.32,10658.35,40.23,2522.88,5.19,61.82,724.93,8632.61,IPCC,2.32,9.41,,,32.99,4606.1,,,,,-0.00,-2.4897417461035E-14,,,,
1331,Bossost,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,Botarell,Spain,2005,1.27,12.55,20.78,1.43,59.10,72.329,713.863,1181.837,81.289,3361.006,2005,0.89,9.50,18.36,0.93,70.31,161,1720,3322,169,12724,17.41,82.27,3151,14887,IPCC,6.10,19.40,4.87,277,0.32,58,,,,,,,,,,
1333,Botkyrka,Sweden,1990,10.18,5.65,49.77,,34.39,28440.058,15788.602,138993.914,,96054.279,1990,13.41,9.35,47.93,,29.31,171246,119394,611991,,374313,28.93,36.06,369369,460444,IPCC,4.07,18.63,,,1.06,13565,,,,,,,,,33.95,433566
1334,Botoșani,Romania,2012,5.29,9.23,47.68,1.02,36.77,10618.684,18525.288,95673.254,2051.428,73777.834,2012,4.09,6.27,49.67,0.43,39.54,29064,44582,353151,3071,281172,13.00,74.80,92432,531837,IPCC,1.61,5.70,,,,,,,,,,,,,12.20,86771
1335,Botrugno,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,Bottanuco,Italy,2005,1.83,11.66,63.15,1.18,22.18,284.2124,1807.7244,9793.1377,183.64,3438.805,2005,1.89,9.51,67.46,0.69,20.45,1248.2,6290.6,44599.7,459.1,13518.1,13.02,84.49,8606,55859,IPCC,3.11,13.24,,,2.49,1645,,,,,-0.00,-0.4105000000006,-0.00,-7.35E-12,,
1337,Botticino,Italy,2007,0.45,14.68,72.54,0.60,11.72,225.51088,7400.27103,36562.38648,303.96639,5909.11625,2007,0.31,11.33,77.46,0.29,10.62,669.99,24840.04,169761.24,629.33,23271.82,9.88,87.02,21651.24,190721.89,IPCC,4.85,20.42,,,3.10,6799.29,,,,,0.00,7.6968262874289E-12,0.00,2.9103830456734E-11,,
1338,Bottidda,Italy,2010,7.38,0.98,21.06,3.34,56.72,216.3041852,28.783597076,616.797623411,97.783080241,1661.554464147,2010,5.51,0.71,19.45,2.17,64.19,481.980549,62.36502457,1702.23197,190.260547,5618.2967369,21.57,75.37,1888.1,6596.6,LCA,3.87,11.58,,,3.06,267.8,10.52,308.106543232,7.97,697.242323,0.00,6.7933569880552E-16,0.00,4.5474735088646E-13,,
1339,Bottrop,Germany,2009,1.12,5.08,42.68,0.26,31.63,10128.723441,45953.258678,386282.013006,2366.910975,286271.520708,2009,1.22,4.53,42.40,0.16,35.25,32970.2,122120.6,1142322.9,4325.1,949622.6,22.75,67.52,612884.5,1818976.9,LCA,7.72,22.98,,,1.85,49959.4,19.23,174015.117764,16.43,442623.9,-0.00,-2.5758708943614E-13,-0.00,-2.3283064365387E-10,7.88,212164.7
1340,Bougival,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,Bouillon,Belgium,2006,1.92,15.62,52.08,0.48,23.41,724.773877,5899.7764348,19678.7784018,182.400899,8846.1985698,2006,1.84,14.79,54.21,0.45,22.52,2692.777,21663.918,79387.301,658.487,32983.589,20.59,74.34,30149.708,108871.158,IPCC,6.93,26.85,,,5.07,7422.6,4.95,1870.0797864,4.71,6897.72,1.54,580.5059084,1.47,2159.674,,
1342,Boumerdès,Algeria,,,,,,,,,,,,2014,,,,,20.44,,,,,83000,23.89,76.11,97000,309000,IPCC,2.25,7.44,,,,,,,,,,,79.56,323000,,
1343,Bourg-la-Reine,France,2009,2.32,15.37,50.40,0.14,28.90,1614.261,10687.292,35053.927,99.267,20098.371,2009,,,,,23.06,,,,,70767,23.34,73.45,71641,225441,LCA,3.50,15.42,2.87,1999,,,,,,,,,76.94,236165,3.21,9850
1344,Boutersem,Belgium,2011,1.40,4.63,46.06,0.17,43.21,391.28925,1292.54225,12859.08375,46.8855,12063.92225,2011,1.43,5.93,48.30,0.30,34.08,1999,8287,67527,414,47647,14.64,74.60,20472,104296,IPCC,3.63,18.18,,,5.02,7015,0.95,264.26925,1.11,1549,3.59,1001.65275,8.86,12383,5.74,8023
1345,Boveda,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,,,,,,,,,,,,,,,,
1346,Bovegno,Italy,2007,1.25,20.49,61.68,0.51,16.06,101.98675,1669.3944,5024.72213,41.57664,1308.26664,2007,1.06,12.58,73.89,0.20,12.26,446.63,5287.84,31047.83,86.08,5152.39,11.45,62.75,4809.33,26367.23,IPCC,3.54,13.56,,,25.81,10844.2,,,,,0.00,6.0708771343342E-14,-0.00,-7.2759576141835E-12,,
1347,Boves,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,Bovezzo,Italy,2007,0.49,12.27,35.65,0.72,13.16,158.424,3939.609,11445.459,229.908,4223.007,2007,0.32,10.48,45.72,0.47,16.44,328,10603,46250,476,16632,39.17,58.33,39630,59004,IPCC,4.28,13.16,,,2.50,2530,37.71,12105.333,26.57,26875,,,,,,
1349,Boville Ernica,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,Bovisio Masciago,Italy,2005,2.65,12.30,61.45,1.40,22.21,1283.43,5956.635,29762.538,676.2,10758.131,2005,2.97,9.63,64.18,0.75,22.47,5544,17942,119619,1400,41883,15.70,84.30,29263,157128,IPCC,3.16,12.16,,,,,,,,,,,,,,
1351,Bovolenta,Italy,2007,0.54,11.07,14.11,0.58,25.94,163.0873,3332.8649,4246.8158,173.8233,7808.1261,2007,0.61,10.77,15.08,0.35,27.53,663.9,11704.5,16383.7,378.7,29911.7,22.15,77.85,24066.8,84579.1,IPCC,9.17,33.09,,,,,45.36,13656.2048,43.80,47589,2.40,722.4144,1.85,2014.4,,
1352,Bovolone,Italy,2005,1.65,15.89,28.62,0.80,28.36,1244.919,12015.7208,21647.7422,608.58,21447.564,2005,1.85,13.27,31.64,0.47,30.85,4957,35586.4,84850.6,1260,82750,21.37,78.63,57228,210619,IPCC,5.29,18.75,,,,,24.68,18665.645,21.92,58803,-0.00,-1.469743438065E-12,-0.00,-7.2759576141834E-12,,
1353,Boyarka,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,,,,,,,,,,,,,,,,
1354,Bozzolo,Italy,2005,1.73,20.40,64.51,1.02,12.34,390.5467,4616.4302,14596.9414,231.6951,2792.1801,2005,1.66,16.35,70.49,0.48,11.02,1649.2,16282.2,70200.2,479.7,10974.3,9.77,85.27,9732.3,84914.3,IPCC,7.65,33.66,,,4.96,4939,,,,,,,,,,
1355,Bra,Italy,2005,1.54,24.01,41.01,0.93,32.51,1720.428,26903.921,45945.821,1045.212,36429.466,2005,1.59,19.87,43.40,0.51,34.63,6811,84924,185478,2164,147989,15.56,82.40,66480,352167,IPCC,3.87,14.48,,,2.04,8721,,,,,,,,,,
1356,Bracca,Italy,2005,1.64,9.48,49.04,2.55,17.38,53.0916,306.20563,1583.70743,82.45632,561.25889,2005,1.11,7.36,64.80,1.31,13.59,182.65,1206.81,10619.28,214.73,2227.91,17.62,58.49,2886.99,9584.72,IPCC,3.94,15.21,,,23.90,3916.3,19.90,642.77459,11.82,1936.53,0.00,5.2523319027386E-14,-0.00,-1.8189894035458E-12,,
1357,Bracciano,Italy,2004,0.25,18.61,28.91,0.90,43.38,174.7148027544,12818.787765994,19919.348321579,618.1675727952,29887.331055198,2004,0.27,15.24,30.87,0.59,45.97,585.24953,33248.79527,67366.33582,1287.41997,100310.58375,21.04,76.91,45913.53086,167830.55238,LCA,4.44,14.07,,,2.05,4482.54398,7.95,5479.5219422629,7.07,15428.24288,0.00,1.792386683519E-13,-0.00,-1.0E-26,,
1358,Braga,Portugal,2008,4.84,14.20,20.63,1.20,39.39,30343.286,89059.718,129359.495,7540.146,247039.113,2008,4.36,12.21,20.19,0.92,42.75,96332,269667,446009,20434,944389,28.39,71.61,627083,1582001.44,IPCC,3.50,12.34,,,,,18.35,115100.964,18.15,400913,1.39,8715.07388,1.42,31343,,
1359,Bragança,Portugal,2009,1.77,24.74,22.06,2.84,37.78,2150.596,30040.898,26782.766,3446.829,45870.073,2009,1.73,23.60,19.92,2.10,42.06,7705,104841,88514,9341,186872,27.48,69.46,122079,308628,IPCC,3.54,12.57,,,3.06,13605,10.80,13110.734,10.59,47040,,,,,,
1360,Braine-le-Château,Belgium,2006,0.85,11.84,52.55,0.47,25.47,374.988,5200.168,23070.6,207.196,11182.2,2006,0.87,11.72,53.48,0.43,24.49,1505,20302,92600,748,42400,21.00,77.10,36358,133497,IPCC,4.65,18.33,,,1.91,3300,8.14,3572.7,8.37,14500,0.67,295.7,0.64,1100,,
1361,Braine-le-Comte,Belgium,2006,0.22,3.22,24.74,0.16,27.15,526.86,7566.735,58064.709,379.776,63728.869,2006,0.23,3.48,26.94,0.15,25.97,2078,31413,242979,1376,234302,21.43,78.55,193328,708555,IPCC,11.56,44.43,,,0.02,167,0.77,1818.055,0.81,7270,43.72,102619.576,42.42,382632,,
1362,Braives,Belgium,2006,0.90,4.97,41.84,0.45,46.61,323.801,1794.569,15106.365,161.491,16830.668,2006,0.87,4.78,42.76,0.42,46.05,1202,6609,59061,583,63613,10.80,87.00,14922,120167,IPCC,6.47,24.76,,,2.20,3039,1.40,504.316,1.37,1887,3.84,1387.147,3.75,5173,,
1363,Brakel,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,Brandico,Italy,2007,0.64,5.15,41.89,1.31,17.05,31.35334,254.0159,2066.13847,64.796,840.85816,2007,0.73,4.13,52.43,0.88,17.94,134.65,761.43,9677.1,161.99,3311.48,34.79,58.07,6420.53,10717.15,IPCC,3.46,12.01,,,7.14,1318.09,33.97,1675.39965,23.89,4409.11,0.00,3.5355185445951E-13,0.00,1.8189894035459E-12,,
1365,Branzi,Italy,2005,1.18,10.11,46.01,1.31,,60.9267,522.42289,2377.48824,67.939125,,2005,1.39,9.33,58.66,0.92,,298.207,2006.628,12618.28,196.925,,37.91,48.72,8154.825,10482.41,IPCC,6.83,24.65,,,13.37,2876.19,41.38,2138.33529,29.71,6392.38,-0.00,-3.1377567211166E-13,-0.00,-3.6379788070917E-12,,
1366,Braone,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,Braslaŭ,Belarus,2013,18.45,4.56,36.00,1.39,11.86,16522.878,4085.524,32236.12,1246.245,10624.326,2013,19.14,4.57,43.71,0.59,9.51,89063,21283,203415,2739,44241,9.53,49.08,44370,228431,IPCC,3.26,16.92,,,31.20,145194,12.08,10819.634,7.83,36460,15.65,14012.023,14.66,68206,10.19,47412
1368,Brasschaat,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,Bratislava,Slovakia,2005,0.52,26.32,39.01,0.21,33.93,12634.86,633523.673,939083.977,5045,816843.201,2005,0.54,27.43,40.47,0.20,31.36,54100,2738687,4041227,20180,3131796,12.68,62.98,1266463,6289303,IPCC,5.66,23.47,,,0.19,18500,,,,,,,,,24.15,2411724
1370,Bratsigovo Municipality,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,Braşov,Romania,2008,2.75,22.94,61.18,0.82,12.30,20560.559,171323.103,456845.208,6154.78,91861.082,2008,2.98,28.81,52.31,0.38,15.52,67950,657291,1193354,8780,354020,11.62,76.67,265121,1749060,IPCC,2.61,7.98,,,0.40,9046,,,,,,,,,11.32,258168
