"name","source","country","entity_type"
"Foundation for Louisiana","Investor","United States of America","Company"
"Foundation for the Future","Investor","United States of America","Company"
"Friends Fiduciary Corporation","Investor","United States of America","Company"
"Garfield Foundation","Investor","United States of America","Company"
"George Gund Foundation","Investor","United States of America","Company"
"Good Hand Foundation","Investor","United States of America","Company"
"Grassroots Capital Management PBC","Investor","United States of America","Company"
"Green Century Capital Management","Investor","United States of America","Company"
"Green Retirement, Inc.","Investor","United States of America","Company"
"Growald Family Fund","Investor","United States of America","Company"
"Heising-Simons Foundation","Investor","United States of America","Company"
"Impact Investors","Investor","United States of America","Company"
"Impax Asset Management","Investor","United States of America","Company"
"Investor Advocates for Social Justice","Investor","United States of America","Company"
"Investors' Circle","Investor","United States of America","Company"
"Jessie Smith Noyes Foundation","Investor","United States of America","Company"
"Johnson Ohana Foundation","Investor","United States of America","Company"
"Kendall Investments","Investor","United States of America","Company"
"KL Felicitas Foundation","Investor","United States of America","Company"
"Kokua Hawaii Foundation","Investor","United States of America","Company"
"Linton Family Foundation","Investor","United States of America","Company"
"Local First Arizona Foundation","Investor","United States of America","Company"
"Lora & Martin Kelley Family Foundation","Investor","United States of America","Company"
"Macson Investments","Investor","United States of America","Company"
"Marshall Street Management","Investor","United States of America","Company"
"McKnight Foundation","Investor","United States of America","Company"
"Merck Family Fund","Investor","United States of America","Company"
"Mercy Investment Services","Investor","United States of America","Company"
"Microgrid Investment Accelerator","Investor","United States of America","Company"
"Miller/Howard Investments, Inc.","Investor","United States of America","Company"
"Moore Capital Management","Investor","United States of America","Company"
"Nathan Cummings Foundation","Investor","United States of America","Company"
"Natixis Asset Management","Investor","United States of America","Company"
"Natural Investments","Investor","United States of America","Company"
"NEF Advisors, LLC","Investor","United States of America","Company"
"Nia Impact Advisors, LLC","Investor","United States of America","Company"
"North Berkeley Investment Partners","Investor","United States of America","Company"
"NorthStar Asset Management, Inc.","Investor","United States of America","Company"
"Northwest Coalition for Responsible Investment","Investor","United States of America","Company"
"Oregon State Treasurer Tobias Read","Investor","United States of America","Company"
"Park Foundation","Investor","United States of America","Company"
"Parnassus Investments","Investor","United States of America","Company"
"Pax World Funds","Investor","United States of America","Company"
"Pegasus Capital Advisors, L.P.","Investor","United States of America","Company"
"Pennsylvania Treasurer Joe Torsella","Investor","United States of America","Company"
"Pinhook Development LLC","Investor","United States of America","Company"
"Progressive Asset Management","Investor","United States of America","Company"
"Progressive Investment Management","Investor","United States of America","Company"
"R S Bell Family","Investor","United States of America","Company"
"Reddick Investment Properties","Investor","United States of America","Company"
"Refactor Capital","Investor","United States of America","Company"
"Renew Energy Partners, LLC","Investor","United States of America","Company"
"Reynders, McVeigh Capital Management","Investor","United States of America","Company"
"Rhode Island General Treasurer Seth Magaziner","Investor","United States of America","Company"
"Riverwater Partners","Investor","United States of America","Company"
"Roy A. Hunt Foundation","Investor","United States of America","Company"
"RRG Capital Management","Investor","United States of America","Company"
"Sears-Swetland Family Foundation","Investor","United States of America","Company"
"Serendipity Foundation","Investor","United States of America","Company"
"Seventh Generation Interfaith Inc.","Investor","United States of America","Company"
"Simon Equity Partners","Investor","United States of America","Company"
"Socially Responsible Investment Coalition","Investor","United States of America","Company"
"Sonen Capital","Investor","United States of America","Company"
"State Treasurer of Maryland","Investor","United States of America","Company"
"StoneWork Capital","Investor","United States of America","Company"
"Summit Foundation","Investor","United States of America","Company"
"Sustainability & Impact Investing Group of Rockefeller & Co","Investor","United States of America","Company"
"Sustainable Capital, LLC","Investor","United States of America","Company"
"Terra Alpha Investments, LLC","Investor","United States of America","Company"
"Terra Global Capital","Investor","United States of America","Company"
"TerraVerde Capital Management LLC","Investor","United States of America","Company"
"The Builders Fund","Investor","United States of America","Company"
"The David Rockefeller Fund","Investor","United States of America","Company"
"The John Merck Fund","Investor","United States of America","Company"
"The Lumpkin Family Foundation","Investor","United States of America","Company"
"The Pension Boards - UCC, Inc.","Investor","United States of America","Company"
"The Rose Family Foundation","Investor","United States of America","Company"
"The San Diego Foundation","Investor","United States of America","Company"
"The Skoll Foundation","Investor","United States of America","Company"
"The Sustainability Group of Loring, Wolcott & Coolidge","Investor","United States of America","Company"
"Three Corners Capital","Investor","United States of America","Company"
"Transformative Wealth Management, LLC","Investor","United States of America","Company"
"Trillium Asset Management","Investor","United States of America","Company"
"United Church Funds","Investor","United States of America","Company"
"Veris Wealth Partners","Investor","United States of America","Company"
"Vert Asset Management","Investor","United States of America","Company"
"Village Capital","Investor","United States of America","Company"
"Volery Capital Partners","Investor","United States of America","Company"
