,name,entity_type,country
3054,Aegon,Investor,Netherlands
3055,The AES Corporation,Investor,United States of America
3056,Air France - KLM,Investor,France
3057,AkzoNobel,Investor,Netherlands
3058,AkzoNobel,Investor,Netherlands
3059,Alten,Investor,France
3060,Alten,Investor,France
3061,"Amgen, Inc.",Investor,United States of America
3062,"Amgen, Inc.",Investor,United States of America
3063,Arcadis,Investor,Netherlands
3064,Asics Corporation,Investor,Japan
3065,Asics Corporation,Investor,Japan
3066,ASML Holding,Investor,Netherlands
3067,Astellas Pharma Inc.,Investor,Japan
3068,Atos SE,Investor,France
3069,Atos SE,Investor,France
3070,AU Optronics,Investor,"Taiwan, Greater China"
3071,"Autodesk, Inc.",Investor,United States of America
3072,"Autodesk, Inc.",Investor,United States of America
3073,"Autodesk, Inc.",Investor,United States of America
3074,"Autodesk, Inc.",Investor,United States of America
3075,"Automatic Data Processing, Inc.",Investor,United States of America
3076,Ball Corporation,Investor,United States of America
3077,Baxter International Inc.,Investor,United States of America
3078,Proximus,Investor,Belgium
3079,Proximus,Investor,Belgium
3080,Proximus,Investor,Belgium
3081,Proximus,Investor,Belgium
3082,Biogen Inc.,Investor,United States of America
3083,Biogen Inc.,Investor,United States of America
3084,BT Group,Investor,United Kingdom of Great Britain and Northern Ireland
3085,Burberry Group,Investor,United Kingdom of Great Britain and Northern Ireland
3086,CA Technologies,Investor,United States of America
3087,Canon Inc.,Investor,Japan
3088,Canon Inc.,Investor,Japan
3089,Cap Gemini,Investor,France
3090,Cap Gemini,Investor,France
3091,"Casio Computer Co., Ltd.",Investor,Japan
3092,"Casio Computer Co., Ltd.",Investor,Japan
3093,"Casio Computer Co., Ltd.",Investor,Japan
3094,"Casio Computer Co., Ltd.",Investor,Japan
3095,"Casio Computer Co., Ltd.",Investor,Japan
3096,"Casio Computer Co., Ltd.",Investor,Japan
3097,"Casio Computer Co., Ltd.",Investor,Japan
3098,"Casio Computer Co., Ltd.",Investor,Japan
3099,Coca-Cola European Partners,Investor,United Kingdom of Great Britain and Northern Ireland
3100,Commerzbank AG,Investor,Germany
3101,Croda International,Investor,United Kingdom of Great Britain and Northern Ireland
3102,"Daikin Industries, Ltd.",Investor,Japan
3103,"Daikin Industries, Ltd.",Investor,Japan
3104,Danone,Investor,France
3105,Dentsu Inc.,Investor,Japan
3106,Deutsche Bank AG,Investor,Germany
3107,Deutsche Telekom AG,Investor,Germany
3108,Deutsche Telekom AG,Investor,Germany
3109,Deutsche Telekom AG,Investor,Germany
3110,Deutsche Telekom AG,Investor,Germany
3111,The Dow Chemical Company,Investor,United States of America
3112,eBay Inc.,Investor,United States of America
3113,Electrolux,Investor,Sweden
3114,Electrolux,Investor,Sweden
3115,Estee Lauder Companies Inc.,Investor,United States of America
3116,FUJIFILM Holdings Corporation,Investor,Japan
3117,FUJIFILM Holdings Corporation,Investor,Japan
3118,FUJIFILM Holdings Corporation,Investor,Japan
3119,FUJIFILM Holdings Corporation,Investor,Japan
3120,FUJIFILM Holdings Corporation,Investor,Japan
3121,FUJIFILM Holdings Corporation,Investor,Japan
3122,Naturgy Energy Group SA,Investor,Spain
3123,Geberit AG,Investor,Switzerland
3124,ENGIE,Investor,France
3125,General Electric Company,Investor,United States of America
3126,Givaudan SA,Investor,Switzerland
3127,Givaudan SA,Investor,Switzerland
3128,Graphic Packaging,Investor,United States of America
3129,"Hasbro, Inc.",Investor,United States of America
3130,Hays,Investor,United Kingdom of Great Britain and Northern Ireland
3131,"Hitachi Construction Machinery Co., Ltd.",Investor,Japan
3132,INDUS Holding AG,Investor,Germany
3133,INDUS Holding AG,Investor,Germany
3134,Ingenico,Investor,France
3135,Ingenico,Investor,France
3136,Inmarsat,Investor,United Kingdom of Great Britain and Northern Ireland
3137,Intel Corporation,Investor,United States of America
3138,Intel Corporation,Investor,United States of America
3139,JCDecaux SA.,Investor,France
3140,"Juniper Networks, Inc.",Investor,United States of America
3141,"Juniper Networks, Inc.",Investor,United States of America
3142,Kikkoman Corporation,Investor,Japan
3143,Kikkoman Corporation,Investor,Japan
3144,Kingspan Group PLC,Investor,Ireland
3145,Kingspan Group PLC,Investor,Ireland
3146,Klepierre,Investor,France
3147,Kubota Corporation,Investor,Japan
3148,L'Oréal,Investor,France
3149,L'Oréal,Investor,France
3150,L'Oréal,Investor,France
3151,L'Oréal,Investor,France
3152,L'Oréal,Investor,France
3153,LANXESS AG,Investor,Germany
3154,LANXESS AG,Investor,Germany
3155,LANXESS AG,Investor,Germany
3156,LEGRAND,Investor,France
3157,LEGRAND,Investor,France
3158,LEGRAND,Investor,France
3159,Legal and General,Investor,United Kingdom of Great Britain and Northern Ireland
3160,Lerøy Seafood Group,Investor,Norway
3161,"Lexmark International, Inc.",Investor,United States of America
3162,Lundin Petroleum,Investor,Sweden
3163,Lundin Petroleum,Investor,Sweden
3164,Marks and Spencer Group plc,Investor,United Kingdom of Great Britain and Northern Ireland
3165,Marks and Spencer Group plc,Investor,United Kingdom of Great Britain and Northern Ireland
3166,"Marsh & McLennan Companies, Inc.",Investor,United States of America
3167,"Merck & Co., Inc.",Investor,United States of America
3168,Morgan Stanley,Investor,United States of America
3169,Morgan Stanley,Investor,United States of America
3170,Morgan Stanley,Investor,United States of America
3171,Neste Oyj,Investor,Finland
3172,Neste Oyj,Investor,Finland
3173,NH Hotel Group,Investor,Spain
3174,NH Hotel Group,Investor,Spain
3175,Nichirei Corporation,Investor,Japan
3176,Nichirei Corporation,Investor,Japan
3177,Nichirei Corporation,Investor,Japan
3178,"Nippon Kayaku Co., Ltd.",Investor,Japan
3179,"Nippon Express Co., Ltd.",Investor,Japan
3180,Nippon Yusen Kaisha Line,Investor,Japan
3181,"Nissan Motor Co., Ltd.",Investor,Japan
3182,"Nissan Motor Co., Ltd.",Investor,Japan
3183,Northrop Grumman Corp,Investor,United States of America
3184,Odfjell SE,Investor,Norway
3185,OMRON Corporation,Investor,Japan
3186,OMRON Corporation,Investor,Japan
3187,OMRON Corporation,Investor,Japan
3188,Orkla ASA,Investor,Norway
3189,Orkla ASA,Investor,Norway
3190,Orkla ASA,Investor,Norway
3191,Orkla ASA,Investor,Norway
3192,Orkla ASA,Investor,Norway
3193,Orkla ASA,Investor,Norway
3194,"PepsiCo, Inc.",Investor,United States of America
3195,"PepsiCo, Inc.",Investor,United States of America
3196,Koninklijke Philips NV,Investor,Netherlands
3197,Koninklijke Philips NV,Investor,Netherlands
3198,Koninklijke Philips NV,Investor,Netherlands
3199,Koninklijke Philips NV,Investor,Netherlands
